,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,Coordinates,School District,State Rank
43,9270200160,10/28/2014,685000.0,small,minimal,1570,2280,2.0,0.0,0.0,good,good,1570,0.0,1922,0.0,98119,47.6413,-122.36399999999999,1580,2640,"(-122.36399999999999, 47.6413)",seattle,11-50
44,1432701230,7/29/2014,309000.0,small,minimal,1280,9656,1.0,0.0,0.0,very_good,bad,920,360.0,1959,0.0,98058,47.4485,-122.175,1340,8808,"(-122.175, 47.4485)",renton,51-above
45,8035350320,7/18/2014,488000.0,small,minimal,3160,13603,2.0,0.0,0.0,good,good,3160,0.0,2003,,98019,47.7443,-121.977,3050,9232,"(-121.977, 47.7443)",riverview,11-50
46,8945200830,3/25/2015,210490.0,small,minimal,990,8528,1.0,0.0,0.0,good,bad,990,0.0,1966,0.0,98023,47.3066,-122.37100000000001,1228,8840,"(-122.37100000000001, 47.3066)",federal way,51-above
47,4178300310,7/16/2014,785000.0,small,minimal,2290,13416,2.0,0.0,0.0,very_good,good,2290,0.0,1981,0.0,98007,47.6194,-122.15100000000001,2680,13685,"(-122.15100000000001, 47.6194)",bellevue,Top_ten
48,9215400105,4/28/2015,450000.0,small,minimal,1250,5963,1.0,0.0,0.0,very_good,good,1250,0.0,1953,0.0,98115,47.6796,-122.301,970,5100,"(-122.301, 47.6796)",seattle,11-50
49,822039084,3/11/2015,1350000.0,small,minimal,2753,65005,1.0,1.0,2.0,very_good,good,2165,588.0,1953,0.0,98070,47.4041,-122.45100000000001,2680,72513,"(-122.45100000000001, 47.4041)",vashon island,11-50
50,5245600105,9/16/2014,228000.0,small,minimal,1190,9199,1.0,0.0,0.0,good,good,1190,0.0,1955,0.0,98148,47.4258,-122.322,1190,9364,"(-122.322, 47.4258)",highline,51-above
51,7231300125,2/17/2015,345000.0,moderate,minimal,3150,9134,1.0,0.0,0.0,very_good,good,1640,1510.0,1966,0.0,98056,47.4934,-122.189,1990,9133,"(-122.189, 47.4934)",renton,51-above
52,7518505990,12/31/2014,600000.0,small,minimal,1410,4080,1.0,0.0,0.0,very_good,good,1000,410.0,1950,,98117,47.6808,-122.384,1410,4080,"(-122.384, 47.6808)",seattle,11-50
53,3626039271,2/5/2015,585000.0,small,minimal,1980,8550,1.0,0.0,0.0,good,good,990,990.0,1981,0.0,98117,47.6989,-122.369,1480,6738,"(-122.369, 47.6989)",seattle,11-50
54,4217401195,3/3/2015,920000.0,moderate,minimal,2730,6000,1.5,0.0,0.0,good,good,2130,600.0,1927,0.0,98105,47.6571,-122.281,2730,6000,"(-122.281, 47.6571)",seattle,11-50
55,9822700295,5/12/2014,885000.0,small,minimal,2830,5000,2.0,,0.0,good,good,2830,0.0,1995,0.0,98105,47.6597,-122.29,1950,5000,"(-122.29, 47.6597)",seattle,11-50
56,9478500640,8/19/2014,292500.0,small,minimal,2250,4495,2.0,0.0,0.0,good,good,2250,0.0,2008,,98042,47.3663,-122.11399999999999,2250,4500,"(-122.11399999999999, 47.3663)",kent,11-50
57,2799800710,4/7/2015,301000.0,small,minimal,2420,4750,2.0,0.0,0.0,good,good,2420,0.0,2003,0.0,98042,47.3663,-122.12200000000001,2690,4750,"(-122.12200000000001, 47.3663)",kent,11-50
58,7922800400,8/27/2014,951000.0,moderate,average,3250,14342,2.0,0.0,4.0,very_good,good,3250,0.0,1968,,98008,47.588,-122.116,2960,11044,"(-122.116, 47.588)",bellevue,Top_ten
59,8079040320,2/23/2015,430000.0,small,average,1850,9976,2.0,0.0,0.0,good,good,1850,0.0,1991,0.0,98059,47.5059,-122.149,2270,8542,"(-122.149, 47.5059)",renton,51-above
60,1516000055,12/10/2014,650000.0,small,minimal,2150,21235,1.0,,3.0,very_good,good,1590,560.0,1959,0.0,98166,47.4336,-122.339,2570,18900,"(-122.339, 47.4336)",highline,51-above
61,9558200045,8/28/2014,289000.0,small,minimal,1260,8400,1.0,0.0,0.0,good,good,1260,0.0,1954,0.0,98148,47.4366,-122.335,1290,8750,"(-122.335, 47.4366)",highline,51-above
62,5072410070,10/21/2014,505000.0,small,minimal,2519,8690,2.0,,0.0,very_good,good,2519,0.0,1973,0.0,98166,47.4428,-122.344,2500,9500,"(-122.344, 47.4428)",highline,51-above
63,9528102996,12/7/2014,549000.0,small,minimal,1540,1044,3.0,0.0,0.0,good,good,1540,0.0,2014,0.0,98115,47.6765,-122.32,1580,3090,"(-122.32, 47.6765)",seattle,11-50
64,1189001180,6/3/2014,425000.0,small,minimal,1660,6000,1.0,0.0,0.0,good,good,1110,550.0,1979,0.0,98122,47.6113,-122.29700000000001,1440,4080,"(-122.29700000000001, 47.6113)",seattle,11-50
65,3253500160,11/20/2014,317625.0,small,minimal,2770,3809,1.5,0.0,0.0,very_good,good,1770,1000.0,1925,0.0,98144,47.5747,-122.304,1440,4000,"(-122.304, 47.5747)",seattle,11-50
66,3394100030,9/9/2014,975000.0,small,minimal,2720,11049,2.0,,0.0,good,very_good,2720,0.0,1989,0.0,98004,47.5815,-122.19200000000001,2750,11049,"(-122.19200000000001, 47.5815)",bellevue,Top_ten
67,3717000160,10/9/2014,287000.0,small,minimal,2240,4648,2.0,0.0,0.0,good,good,2240,0.0,2005,0.0,98001,47.3378,-122.257,2221,4557,"(-122.257, 47.3378)",federal way,51-above
68,1274500060,8/25/2014,204000.0,small,minimal,1000,12070,1.0,0.0,0.0,very_good,good,1000,0.0,1968,,98042,47.3621,-122.11,1010,12635,"(-122.11, 47.3621)",kent,11-50
69,1802000060,6/12/2014,1330000.0,moderate,minimal,3200,20158,1.0,0.0,0.0,good,good,1600,1600.0,1965,0.0,98004,47.6303,-122.215,3390,20158,"(-122.215, 47.6303)",bellevue,Top_ten
70,1525059190,9/12/2014,1040000.0,moderate,average,4770,50094,1.0,0.0,0.0,very_good,very_good,3070,1700.0,1973,0.0,98005,47.6525,-122.16,3530,38917,"(-122.16, 47.6525)",bellevue,Top_ten
71,1049000060,1/5/2015,325000.0,small,minimal,1260,5612,1.0,0.0,0.0,very_good,good,1260,0.0,1972,0.0,98034,47.7362,-122.179,1640,4745,"(-122.179, 47.7362)",northshore,Top_ten
72,8820901275,6/10/2014,571000.0,small,minimal,2750,7807,1.5,0.0,0.0,very_good,good,2250,500.0,1916,0.0,98125,47.7168,-122.287,1510,7807,"(-122.287, 47.7168)",seattle,11-50
73,5416510140,7/10/2014,360000.0,small,minimal,2380,5000,2.0,0.0,0.0,good,good,2380,0.0,2005,,98038,47.3608,-122.036,2420,5000,"(-122.036, 47.3608)",tahoma,Top_ten
74,3444100400,3/16/2015,349000.0,small,minimal,1790,50529,1.0,0.0,0.0,very_good,good,1090,700.0,1965,0.0,98042,47.3511,-122.073,1940,50529,"(-122.073, 47.3511)",kent,11-50
75,3276920270,11/5/2014,832500.0,small,average,3430,35102,2.0,0.0,0.0,very_good,very_good,2390,1040.0,1986,0.0,98075,47.5822,-121.98700000000001,3240,35020,"(-121.98700000000001, 47.5822)",issaquah,Top_ten
76,4036801170,10/13/2014,380000.0,small,minimal,1760,7300,1.0,0.0,0.0,good,good,880,880.0,1956,,98008,47.6034,-122.125,1680,7500,"(-122.125, 47.6034)",bellevue,Top_ten
77,2391600320,4/20/2015,480000.0,small,minimal,1040,5060,1.0,0.0,0.0,good,good,1040,0.0,1941,,98116,47.5636,-122.39399999999999,890,5060,"(-122.39399999999999, 47.5636)",seattle,11-50
78,6300000287,6/9/2014,410000.0,small,minimal,1410,5060,1.0,0.0,0.0,very_good,good,910,500.0,1956,0.0,98133,47.7073,-122.34,1130,5693,"(-122.34, 47.7073)",seattle,11-50
79,1531000030,3/23/2015,720000.0,small,minimal,3450,39683,2.0,0.0,0.0,good,very_good,3450,?,2002,0.0,98010,47.342,-122.025,3350,39750,"(-122.025, 47.342)",tahoma,Top_ten
80,5104520400,12/2/2014,390000.0,small,minimal,2350,5100,2.0,0.0,0.0,good,good,2350,0.0,2003,0.0,98038,47.3512,-122.008,2350,5363,"(-122.008, 47.3512)",tahoma,Top_ten
81,7437100340,12/22/2014,360000.0,small,minimal,1900,5889,2.0,0.0,0.0,good,good,1900,0.0,1992,0.0,98038,47.349,-122.031,1870,6405,"(-122.031, 47.349)",tahoma,Top_ten
82,9418400240,10/28/2014,355000.0,small,minimal,2020,6720,1.0,0.0,0.0,good,good,1010,1010.0,1948,0.0,98118,47.5474,-122.291,1720,6720,"(-122.291, 47.5474)",seattle,11-50
83,1523059105,1/28/2015,356000.0,small,minimal,1680,8712,1.0,0.0,0.0,good,good,1680,0.0,1964,0.0,98059,47.4811,-122.149,1850,8797,"(-122.149, 47.4811)",renton,51-above
84,1133000671,6/2/2014,315000.0,small,minimal,960,6634,1.0,0.0,0.0,good,bad,960,0.0,1952,0.0,98125,47.7264,-122.31,1570,7203,"(-122.31, 47.7264)",seattle,11-50
85,4232902595,11/14/2014,940000.0,small,minimal,2140,3600,2.0,0.0,0.0,good,good,1900,240.0,1925,0.0,98119,47.6337,-122.365,2020,4800,"(-122.365, 47.6337)",seattle,11-50
86,2599001200,11/3/2014,305000.0,moderate,minimal,2660,8400,1.5,0.0,0.0,very_good,good,2660,0.0,1961,0.0,98092,47.2909,-122.189,1590,8165,"(-122.189, 47.2909)",auburn,51-above
87,3342103156,6/18/2014,461000.0,small,average,2770,6278,2.0,,0.0,good,good,1980,790.0,2006,0.0,98056,47.5228,-122.199,1900,7349,"(-122.199, 47.5228)",renton,51-above
88,1332700270,5/19/2014,215000.0,small,minimal,1610,2040,2.0,0.0,0.0,very_good,good,1610,0.0,1979,,98056,47.518,-122.194,1950,2025,"(-122.194, 47.518)",renton,51-above
89,3869900162,9/4/2014,335000.0,small,minimal,1030,1066,2.0,0.0,0.0,good,good,765,265.0,2006,,98136,47.5394,-122.387,1030,1106,"(-122.387, 47.5394)",seattle,11-50
90,2791500270,5/22/2014,243500.0,small,minimal,1980,7403,2.0,0.0,0.0,good,good,1980,0.0,1988,0.0,98023,47.2897,-122.37200000000001,1980,7510,"(-122.37200000000001, 47.2897)",federal way,51-above
91,5036300431,3/11/2015,1100000.0,moderate,minimal,3520,6353,2.0,0.0,0.0,very_good,very_good,3520,0.0,2001,0.0,98199,47.6506,-122.391,2520,6250,"(-122.391, 47.6506)",seattle,11-50
92,4168000060,2/26/2015,153000.0,small,minimal,1200,10500,1.0,0.0,0.0,good,good,1200,0.0,1962,0.0,98023,47.321999999999996,-122.351,1350,10500,"(-122.351, 47.321999999999996)",federal way,51-above
93,6021501535,7/25/2014,430000.0,small,minimal,1580,5000,1.0,0.0,0.0,good,good,1290,290.0,1939,0.0,98117,47.687,-122.38600000000001,1570,4500,"(-122.38600000000001, 47.687)",seattle,11-50
94,1483300570,9/8/2014,905000.0,small,minimal,3300,10250,1.0,0.0,0.0,good,good,2390,910.0,1946,1991.0,98040,47.5873,-122.249,1950,6045,"(-122.249, 47.5873)",federal way,51-above
95,3422049190,3/30/2015,247500.0,small,minimal,1960,15681,1.0,0.0,0.0,good,good,1960,0.0,1967,0.0,98032,47.3576,-122.277,1750,15616,"(-122.277, 47.3576)",federal way,51-above
96,1099611230,9/12/2014,199000.0,small,minimal,1160,6400,1.0,0.0,0.0,very_good,good,1160,0.0,1975,0.0,98023,47.3036,-122.37799999999999,1160,6400,"(-122.37799999999999, 47.3036)",tahoma,Top_ten
97,722079104,7/11/2014,314000.0,small,minimal,1810,41800,1.0,0.0,0.0,very_good,good,1210,600.0,1980,0.0,98038,47.4109,-121.958,1650,135036,"(-121.958, 47.4109)",snoqualmie valley,Top_ten
98,7338200240,5/16/2014,437500.0,small,minimal,2320,36847,2.0,0.0,2.0,good,good,2320,0.0,1992,0.0,98045,47.4838,-121.714,2550,35065,"(-121.714, 47.4838)",seattle,11-50
99,1952200240,6/11/2014,850830.0,small,minimal,2070,13241,1.5,0.0,0.0,very_good,good,1270,800.0,1910,0.0,98102,47.6415,-122.315,2200,4500,"(-122.315, 47.6415)",seattle,11-50
100,5200100125,10/27/2014,555000.0,small,minimal,1980,3478,1.5,0.0,0.0,very_good,good,1440,540.0,1929,0.0,98117,47.6775,-122.37200000000001,1610,3478,"(-122.37200000000001, 47.6775)",northshore,Top_ten
101,7214720075,12/12/2014,699950.0,small,minimal,2190,107593,2.0,0.0,0.0,very_good,good,2190,0.0,1983,0.0,98077,47.7731,-122.08,2570,47777,"(-122.08, 47.7731)",bellevue,Top_ten
102,2450000295,10/7/2014,1090000.0,small,minimal,2920,8113,2.0,0.0,0.0,good,good,2920,0.0,1950,2010.0,98004,47.5814,-122.196,2370,8113,"(-122.196, 47.5814)",renton,51-above
103,6197800045,9/24/2014,290000.0,small,minimal,1210,33919,1.0,0.0,0.0,good,good,1210,0.0,1954,0.0,98058,47.4375,-122.184,1640,14910,"(-122.184, 47.4375)",kent,11-50
104,1328310370,4/2/2015,375000.0,small,minimal,2340,10005,1.0,,0.0,very_good,good,1460,880.0,1978,,98058,47.4431,-122.133,2250,8162,"(-122.133, 47.4431)",seattle,11-50
105,546000875,5/23/2014,460000.0,small,minimal,1670,4005,1.5,0.0,0.0,very_good,good,1170,500.0,1939,0.0,98117,47.6878,-122.38,1240,4005,"(-122.38, 47.6878)",highline,51-above
106,3530510041,7/23/2014,188500.0,small,minimal,1240,2493,1.0,0.0,0.0,very_good,good,1240,0.0,1985,0.0,98198,47.3813,-122.322,1270,4966,"(-122.322, 47.3813)",lake washington,Top_ten
107,1853000400,3/5/2015,680000.0,small,minimal,3140,28037,2.0,0.0,0.0,very_good,very_good,3140,0.0,1991,0.0,98077,47.7304,-122.08200000000001,2990,35001,"(-122.08200000000001, 47.7304)",lake washington,Top_ten
108,3134100116,8/27/2014,470000.0,moderate,minimal,2030,12342,2.0,0.0,0.0,very_good,good,2030,0.0,1942,0.0,98052,47.6417,-122.109,2500,9433,"(-122.109, 47.6417)",issaquah,Top_ten
109,9545230140,7/25/2014,597750.0,small,minimal,2310,9624,2.0,0.0,0.0,good,good,2310,0.0,1984,,98027,47.5386,-122.053,1940,9636,"(-122.053, 47.5386)",seattle,11-50
110,3362400511,3/4/2015,570000.0,small,minimal,1260,3328,1.0,0.0,0.0,very_good,bad,700,560.0,1905,0.0,98103,47.6823,-122.34899999999999,1380,3536,"(-122.34899999999999, 47.6823)",tahoma,Top_ten
111,2525310310,9/16/2014,272500.0,small,minimal,1540,12600,1.0,0.0,0.0,very_good,good,1160,?,1980,0.0,98038,47.3624,-122.031,1540,11656,"(-122.031, 47.3624)",seattle,11-50
112,6126500060,11/24/2014,329950.0,small,minimal,2080,5969,1.0,0.0,2.0,good,good,1080,1000.0,1971,0.0,98108,47.5474,-122.295,2090,5500,"(-122.295, 47.5474)",auburn,51-above
113,8961960160,10/28/2014,480000.0,small,minimal,3230,16171,2.0,0.0,,good,good,2520,710.0,2001,0.0,98001,47.3183,-122.25299999999999,2640,8517,"(-122.25299999999999, 47.3183)",seattle,11-50
114,3626039325,11/21/2014,740500.0,small,average,4380,6350,2.0,0.0,0.0,good,good,2780,?,1900,,98117,47.6981,-122.368,1830,6350,"(-122.368, 47.6981)",seattle,11-50
115,3362400431,6/26/2014,518500.0,small,average,1590,1102,3.0,0.0,0.0,good,good,1590,0.0,2010,0.0,98103,47.6824,-122.34700000000001,1620,3166,"(-122.34700000000001, 47.6824)",seattle,11-50
116,4060000240,6/23/2014,205425.0,small,minimal,880,6780,1.0,0.0,0.0,very_good,bad,880,0.0,1945,0.0,98178,47.5009,-122.24799999999999,1190,6780,"(-122.24799999999999, 47.5009)",highline,51-above
117,3454800060,1/8/2015,171800.0,small,minimal,1570,9600,1.0,,0.0,good,bad,1570,0.0,1950,0.0,98168,47.4965,-122.303,1880,9000,"(-122.303, 47.4965)",seattle,11-50
118,1695900060,5/11/2015,535000.0,small,minimal,1610,2982,1.5,0.0,0.0,very_good,good,1610,0.0,1925,0.0,98144,47.586999999999996,-122.294,1610,4040,"(-122.294, 47.586999999999996)",shoreline,11-50
119,7278700070,1/2/2015,660000.0,small,minimal,2400,6474,1.0,0.0,2.0,good,good,1560,840.0,1964,0.0,98177,47.7728,-122.38600000000001,2340,10856,"(-122.38600000000001, 47.7728)",lake washington,Top_ten
120,6675500070,11/19/2014,391500.0,small,minimal,1450,9132,1.0,0.0,0.0,good,good,1450,0.0,1987,,98034,47.7288,-122.226,1580,9104,"(-122.226, 47.7288)",seattle,11-50
121,3626039187,4/6/2015,395000.0,small,minimal,770,6000,1.0,0.0,0.0,good,bad,770,0.0,1953,0.0,98117,47.6999,-122.36399999999999,1710,6000,"(-122.36399999999999, 47.6999)",seattle,11-50
122,3524049083,11/4/2014,445000.0,small,minimal,2100,4400,1.5,,0.0,very_good,good,1720,380.0,1924,0.0,98118,47.5299,-122.266,1850,4400,"(-122.266, 47.5299)",lake washington,Top_ten
123,3275860240,6/18/2014,770000.0,small,minimal,2910,10204,2.0,0.0,0.0,good,good,2910,0.0,1990,0.0,98052,47.6897,-122.098,2700,13992,"(-122.098, 47.6897)",bellevue,Top_ten
124,4389200955,3/2/2015,1450000.0,small,minimal,2750,17789,1.5,0.0,0.0,good,good,1980,770.0,1914,1992.0,98004,47.6141,-122.212,3060,11275,"(-122.212, 47.6141)",renton,51-above
125,4058801670,7/17/2014,445000.0,small,minimal,2100,8201,1.0,,2.0,good,good,1620,480.0,1967,0.0,98178,47.5091,-122.244,2660,8712,"(-122.244, 47.5091)",federal way,51-above
126,8732020310,7/17/2014,260000.0,small,minimal,2160,8811,1.0,0.0,0.0,good,good,1360,800.0,1978,,98023,47.3129,-122.39,2090,8400,"(-122.39, 47.3129)",seattle,11-50
127,2331300505,6/13/2014,822500.0,moderate,average,2320,4960,2.0,0.0,0.0,very_good,good,1720,600.0,1926,,98103,47.6763,-122.352,1700,4960,"(-122.352, 47.6763)",snoqualmie valley,Top_ten
128,7853210060,4/6/2015,430000.0,small,minimal,2070,4310,2.0,0.0,,good,good,2070,0.0,2004,0.0,98065,47.5319,-121.85,1970,3748,"(-121.85, 47.5319)",auburn,51-above
129,3668000070,1/5/2015,212000.0,small,minimal,1060,7875,1.0,0.0,0.0,very_good,good,1060,0.0,1986,0.0,98092,47.2761,-122.152,1420,7680,"(-122.152, 47.2761)",issaquah,Top_ten
130,9545240070,4/28/2015,660500.0,small,minimal,2010,9603,1.0,0.0,0.0,good,good,1440,570.0,1986,0.0,98027,47.5343,-122.054,2060,9793,"(-122.054, 47.5343)",lake washington,Top_ten
